SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
AAATECH,20260831,89.38,101.98,88.0,94.79,57234628.93,AAA TECHNOLOGIES LIMITED,Information Technology,Cash Only,20260831,102.2,85.0,89.38,92.19333333333333,93.6,90.78666666666666,93.6,90.78666666666666,2.8133333333333326,3.147609457745953,Wide,Bearish,Above CPR,False,False,0.8181818181818182,11,53643953.65,False,False,Lower,True,Neutral,False,None,,,,,1.0669353214236847,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AADHARHFC,20260831,502.05,517.8,459.3,468.1,3729202187.8,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20260831,563.0,487.1,496.7,515.6,525.05,506.1500000000001,525.05,506.1500000000001,18.899999999999864,3.8051137507549555,Wide,Bearish,Below CPR,False,False,1.0,13,3530789928.65,False,False,Overlapping,True,Neutral,False,None,,,,,1.0561948638008785,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AAKASH,20260831,9.13,9.59,8.06,8.64,23571474.43,AAKASH EXPLORATION SER L,Diversified,Cash Only,20260831,9.98,8.56,8.95,9.163333333333332,9.27,9.056666666666665,9.27,9.056666666666665,0.2133333333333347,2.3836126629422876,Wide,Bearish,Below CPR,False,False,0.7,10,20610845.335,False,False,Inside,True,Neutral,False,None,,,,,1.1436442342310167,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AAREYDRUGS,20260831,86.46,91.0,74.6,88.21,211307843.0,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20260831,96.0,52.28,90.51,79.59666666666668,74.14,85.05333333333336,85.05333333333336,74.14,10.913333333333355,12.057599528597231,Wide,Bullish,Above CPR,False,False,0.8333333333333334,6,332930116.20500004,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,0.634691284190969,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARNAV,20260831,31.73,36.9,29.86,33.71,28774430.04,AARNAV FASHIONS LIMITED,Diversified,Cash Only,20260831,37.4,23.51,31.36,30.756666666666664,30.455,31.05833333333333,31.05833333333333,30.455,0.6033333333333317,1.9238945578231241,Wide,Bullish,Above CPR,False,False,0.5714285714285714,7,45352990.2,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,0.6344549700716315,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARON,20260831,133.5,147.89,128.01,130.1,50990889.61,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20260831,154.8,111.15,135.81,133.92000000000002,132.97500000000002,134.865,134.865,132.97500000000002,1.8899999999999864,1.3916500994035685,Wide,Bullish,Below CPR,False,False,0.38461538461538464,13,42056086.34,True,False,Higher,True,Neutral,False,Bullish Virgin,,,,,1.2124497081770067,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARTIDRUGS,20260831,424.0,453.65,404.5,411.7,1881264390.55,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20260831,435.25,374.8,422.75,410.93333333333334,405.025,416.8416666666667,416.8416666666667,405.025,11.81666666666672,2.7951902227478937,Wide,Bullish,Inside CPR,False,False,0.6923076923076923,13,1298769030.45,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,1.4484980365586448,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARTIIND,20260831,486.35,551.75,480.55,524.4,15176944541.45,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20260831,516.95,458.3,489.1,488.1166666666666,487.625,488.60833333333323,488.60833333333323,487.625,0.9833333333332348,0.2010495467865947,Narrow,Bullish,Above CPR,True,False,0.3076923076923077,13,11022165412.0,True,True,Higher,True,Neutral,False,Bullish Virgin,,,,,1.3769476299935246,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARTIPHARM,20260831,670.8,932.6,670.65,845.4,24537460708.5,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20260831,735.0,650.8,667.15,684.3166666666666,692.9,675.7333333333332,692.9,675.7333333333332,17.166666666666742,2.573134477503821,Wide,Bearish,Above CPR,False,False,0.6153846153846154,13,2857891963.25,False,False,Overlapping,True,Neutral,False,None,,,,,8.585860145880376,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARTISURF,20260831,470.0,677.7,455.25,658.55,1047244758.6,AARTI SURFACTANTS LIMITED,Diversified,Cash Only,20260831,409.2,361.6,400.85,390.55,385.4,395.70000000000005,395.70000000000005,385.4,10.300000000000068,2.569539728077851,Wide,Bullish,Above CPR,False,False,0.3333333333333333,12,86754865.07499999,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,12.071308712135648,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AARVI,20260831,153.0,161.39,141.0,142.39,94442008.38,AARVI ENCON LIMITED,Diversified,Cash Only,20260831,168.4,138.0,156.7,154.36666666666665,153.2,155.5333333333333,155.5333333333333,153.2,2.3333333333333144,1.4890448840672077,Wide,Bullish,Below CPR,False,False,0.6153846153846154,13,69904435.99,False,False,Higher,True,Neutral,False,None,,,,,1.351015955461112,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AASTHA,20260831,76.6,92.09,70.0,83.61,2697772823.74,AASTHA SPINTEX LIMITED,Diversified,Cash Only,20260831,140.01,74.4,76.25,96.88666666666666,107.205,86.56833333333331,107.205,86.56833333333331,20.636666666666684,27.064480874316963,Wide,Bearish,Below CPR,False,False,0.75,2,6537821928.474999,False,False,Inside,False,Neutral,False,None,,,,,0.41264091516320595,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
AAVAS,20260831,1359.8,1453.2,1254.4,1261.2,3317438149.6,AAVAS FINANCIERS LIMITED,Financial Services,Cash Only,20260831,1544.9,1346.2,1359.8,1416.966666666667,1445.5500000000002,1388.3833333333337,1445.5500000000002,1388.3833333333337,57.166666666666515,4.20404961513947,Wide,Bearish,Below CPR,False,False,0.6153846153846154,13,5966339585.7,False,False,Overlapping,True,Neutral,False,None,,,,,0.5560257008419648,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABANSENT,20260831,26.0,32.79,26.0,27.44,4461127.8,ABANS ENTERPRISES LTD.,Diversified,Cash Only,20260831,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,0.0,0.0,Narrow,Neutral,Below CPR,False,False,0.3333333333333333,3,4461127.8,False,False,Higher,False,Neutral,False,Bearish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABB,20260831,7243.5,7894.5,7243.0,7638.5,38732450559.5,ABB INDIA LIMITED,Capital Goods,F&O + Cash,20260831,7924.5,6715.5,7284.5,7308.166666666667,7320.0,7296.333333333334,7320.0,7296.333333333334,23.66666666666606,0.3248907497654755,Moderate,Bearish,Above CPR,False,False,0.3076923076923077,13,38732450559.5,True,True,Higher,True,Neutral,False,Bullish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABBOTINDIA,20260831,27950.0,28635.0,25800.0,25850.0,5185170350.0,ABBOTT INDIA LIMITED,Healthcare,Cash Only,20260831,28940.0,25370.0,27800.0,27370.0,27155.0,27585.0,27585.0,27155.0,430.0,1.5467625899280575,Wide,Bullish,Below CPR,False,False,0.6923076923076923,13,5352001015.0,False,False,Higher,True,Neutral,False,None,,,,,0.9688283569953695,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABCAPITAL,20260831,410.0,430.7,393.8,409.4,31423191800.399998,ADITYA BIRLA CAPITAL LTD.,Financial Services,F&O + Cash,20260831,413.0,384.0,404.3,400.43333333333334,398.5,402.3666666666667,402.3666666666667,398.5,3.8666666666666742,0.956385522301923,Wide,Bullish,Above CPR,False,False,0.3076923076923077,13,31423191800.399998,True,True,Higher,True,Neutral,False,Bullish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABCOTS,20260831,199.05,225.0,197.0,214.72,76259082.46000001,A B COTSPIN INDIA LIMITED,Diversified,Cash Only,20260831,228.42,196.81,198.85,208.02666666666667,212.615,203.43833333333333,212.615,203.43833333333333,9.176666666666677,4.614868829100667,Wide,Bearish,Above CPR,False,False,0.75,12,163724304.375,False,False,Lower,True,Neutral,False,None,,,,,0.465777410086492,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABDL,20260831,619.5,643.9,584.3,618.4,4585902948.25,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Cash Only,20260831,711.7,580.0,619.5,637.0666666666667,645.85,628.2833333333334,645.85,628.2833333333334,17.566666666666606,2.835620123755707,Wide,Bearish,Below CPR,False,False,0.5384615384615384,13,4744359514.1,False,False,Inside,True,Neutral,False,None,,,,,0.9666010627189876,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABFRL,20260831,60.69,64.1,51.65,52.1,8274967870.21,ADITYA BIRLA FASHION & RT,Consumer Services,Cash Only,20260831,63.84,55.1,60.24,59.72666666666667,59.47,59.983333333333334,59.983333333333334,59.47,0.5133333333333354,0.8521469676848198,Wide,Bullish,Below CPR,False,False,0.38461538461538464,13,7212836380.32,False,False,Inside,True,Neutral,False,None,,,,,1.1472557304624285,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABINFRA,20260831,10.18,14.44,9.8,12.63,2624939639.42,A B INFRABUILD LIMITED,Real Estate & Infra,Cash Only,20260831,12.36,9.78,10.05,10.729999999999999,11.07,10.389999999999997,11.07,10.389999999999997,0.6800000000000033,6.766169154228888,Wide,Bearish,Above CPR,False,False,0.6666666666666666,12,391069780.955,False,False,Overlapping,True,Neutral,False,None,,,,,6.712202699502495,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABLBL,20260831,95.4,96.17,84.0,86.71,1781361059.13,ADITYA BIRLA LIFES BRAN L,Consumer Services,Cash Only,20260831,100.04,91.9,94.67,95.53666666666668,95.97,95.10333333333335,95.97,95.10333333333335,0.8666666666666458,0.9154607232139493,Wide,Bearish,Below CPR,False,False,0.23076923076923078,13,4346596275.44,True,True,Lower,True,Neutral,True,Bearish Virgin,,,,,0.4098289664479307,False,False,Short,0.5,None,Sep 2026,Monthly,0,-2,0,0
ABMINTLLTD,20260831,45.0,72.8,41.36,56.2,6064404.05,ABM INTERNATIONAL LTD,Diversified,Cash Only,20260831,48.74,39.15,43.71,43.86666666666667,43.945,43.788333333333334,43.945,43.788333333333334,0.1566666666666663,0.35842293906809947,Moderate,Bearish,Above CPR,False,False,0.375,8,1369895.96,True,False,Higher,True,Neutral,False,None,,,,,4.426908485809389,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABMKNO,20260831,197.0,205.0,182.01,190.19,6065213.890000001,A B M KNOWLEDGEWARE LTD.,Diversified,Cash Only,20260831,222.91,188.8,190.05,200.58666666666667,205.85500000000002,195.31833333333333,205.85500000000002,195.31833333333333,10.53666666666669,5.54415504691749,Wide,Bearish,Below CPR,False,False,0.8,5,9226940.32,False,False,Lower,False,Neutral,False,Bearish Virgin,,,,,0.6573375008022161,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ABREL,20260831,1446.9,1486.0,1350.0,1355.5,6360503515.7,ADITYA BIRLA REAL EST LTD,Realty,Cash Only,20260831,1471.2,1323.6,1418.1,1404.3,1397.4,1411.1999999999998,1411.1999999999998,1397.4,13.799999999999727,0.9731330653691367,Wide,Bullish,Below CPR,False,False,0.23076923076923078,13,6360503515.7,True,True,Higher,True,Neutral,True,Bullish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACC,20260831,1374.0,1413.9,1270.0,1276.5,4416509397.8,ACC LIMITED,Construction Materials,Cash Only,20260831,1405.0,1312.0,1357.4,1358.1333333333334,1358.5,1357.7666666666669,1358.5,1357.7666666666669,0.7333333333331211,0.05402485143164293,Narrow,Bearish,Below CPR,False,True,0.07692307692307693,13,6169526897.8,True,True,Higher,True,Neutral,True,None,,,,,0.715858682677093,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACCELYA,20260831,1160.0,1160.0,1119.8,1127.9,113683028.2,ACCELYA SOLN INDIA LTD,Diversified,Cash Only,20260831,1180.0,1085.9,1142.6,1136.1666666666667,1132.95,1139.3833333333334,1139.3833333333334,1132.95,6.433333333333394,0.5630433514207417,Moderate,Bullish,Below CPR,False,False,0.38461538461538464,13,338399872.4,False,False,Higher,True,Neutral,False,None,,,,,0.33594288140163026,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACE,20260831,1072.0,1196.0,1062.3,1110.5,9584121717.0,ACTION CONST EQUIP LTD,Capital Goods,Cash Only,20260831,1087.5,957.8,1070.3,1038.5333333333333,1022.65,1054.4166666666665,1054.4166666666665,1022.65,31.766666666666538,2.9680151982310137,Wide,Bullish,Above CPR,False,False,0.8461538461538461,13,4315129762.05,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,2.221050639377956,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACEINTEG,20260831,19.85,19.85,16.98,17.05,1429233.0,ACE INTEGRATED SOLU. LTD.,Diversified,Cash Only,20260831,23.49,18.82,19.04,20.45,21.155,19.744999999999997,21.155,19.744999999999997,1.4100000000000037,7.4054621848739695,Wide,Bearish,Below CPR,False,False,0.9230769230769231,13,2788840.6,False,False,Lower,True,Neutral,False,Bearish Virgin,,,,,0.5124828575717092,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACGL,20260831,1781.1,1880.0,1715.5,1805.0,11922489.5,AUTOMOBILE CORPN OF GOA L,Diversified,Cash Only,20260831,,,,1800.1666666666667,1797.75,1802.5833333333335,1802.5833333333335,1797.75,4.833333333333485,0.2677746999076723,Moderate,Bullish,Above CPR,False,False,1.0,1,11922489.5,False,False,Unknown,False,Neutral,False,None,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACI,20260831,528.0,543.1,479.8,485.45,3300134704.35,ARCHEAN CHEMICAL IND LTD,Diversified,Cash Only,20260831,604.25,516.15,525.65,548.6833333333334,560.2,537.1666666666667,560.2,537.1666666666667,23.033333333333303,4.381876406988168,Wide,Bearish,Below CPR,False,False,0.8461538461538461,13,1805594851.9,False,False,Higher,True,Neutral,False,None,,,,,1.827727134288912,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACL,20260831,48.85,49.0,43.5,43.72,14051196.879999999,ANDHRA CEMENTS LIMITED,Diversified,Cash Only,20260831,53.6,46.34,47.63,49.19,49.97,48.41,49.97,48.41,1.5600000000000023,3.275246693260555,Wide,Bearish,Below CPR,False,False,0.6,10,20397534.369999997,False,False,Lower,True,Neutral,False,Bearish Virgin,,,,,0.6888674202047687,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACMESOLAR,20260831,364.7,411.5,361.8,401.95,16803418228.15,ACME SOLAR HOLDINGS LTD,Power,Cash Only,20260831,398.65,344.7,362.6,368.6499999999999,371.67499999999995,365.6249999999999,371.67499999999995,365.6249999999999,6.050000000000068,1.66850523993383,Wide,Bearish,Above CPR,False,False,0.3076923076923077,13,10486288543.7,True,True,Overlapping,True,Neutral,False,None,,,,,1.602418067948858,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACSTECH,20260831,39.8,54.77,39.8,50.96,355539217.65,A C S TECHNOLOGIES LTD.,Information Technology,Cash Only,20260831,46.5,39.15,39.97,41.873333333333335,42.825,40.92166666666667,42.825,40.92166666666667,1.903333333333336,4.761904761904769,Wide,Bearish,Above CPR,False,False,0.8,5,220402213.84,False,False,Overlapping,False,Neutral,False,None,,,,,1.6131381416527062,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ACUTAAS,20260831,3100.0,3399.8,3025.0,3160.6,18201130141.1,ACUTAAS CHEMICALS LIMITED,Healthcare,Cash Only,20260831,3740.0,3062.1,3104.9,3302.3333333333335,3401.05,3203.616666666667,3401.05,3203.616666666667,197.4333333333334,6.358766251194351,Wide,Bearish,Below CPR,False,False,1.0,13,15604985027.8,False,False,Overlapping,True,Neutral,False,None,,,,,1.166366395653377,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADANIENSOL,20260831,1654.3,1676.0,1417.4,1417.4,125246658416.20001,ADANI ENERGY SOLUTION LTD,Power,F&O + Cash,20260831,1789.0,1470.0,1645.4,1634.8,1629.5,1640.1,1640.1,1629.5,10.599999999999909,0.6442202503950352,Moderate,Bullish,Below CPR,False,False,0.3076923076923077,13,35454877968.2,True,True,Higher,True,Neutral,False,None,,,,,3.5325649274138127,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADANIENT,20260831,3025.0,3173.7,2859.1,2859.1,104321237226.70001,ADANI ENTERPRISES LIMITED,Metals & Mining,F&O + Cash,20260831,3245.0,2972.7,3009.5,3075.7333333333336,3108.85,3042.6166666666672,3108.85,3042.6166666666672,66.23333333333267,2.200808550700537,Wide,Bearish,Below CPR,False,False,0.6923076923076923,13,88657525774.6,False,False,Higher,True,Neutral,False,None,,,,,1.1766766139168254,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADANIGREEN,20260831,1390.0,1427.0,1214.9,1214.9,42695661224.4,ADANI GREEN ENERGY LTD,Power,F&O + Cash,20260831,1631.5,1350.0,1383.0,1454.8333333333333,1490.75,1418.9166666666665,1490.75,1418.9166666666665,71.83333333333348,5.194022656061713,Wide,Bearish,Below CPR,False,False,0.9230769230769231,13,65049162067.7,False,False,Outside,True,Neutral,False,Bearish Virgin,,,,,0.6563598956119441,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADANIPORTS,20260831,1713.4,1723.9,1593.1,1593.1,74925431614.5,ADANI PORT & SEZ LTD,Services,F&O + Cash,20260831,1891.1,1650.0,1696.5,1745.8666666666668,1770.55,1721.1833333333336,1770.55,1721.1833333333336,49.36666666666633,2.909912565084959,Wide,Bearish,Below CPR,False,False,0.8461538461538461,13,74925431614.5,False,False,Lower,True,Neutral,False,Bearish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADANIPOWER,20260831,211.8,217.4,198.0,198.0,82244738329.58,ADANI POWER LTD,Power,F&O + Cash,20260831,229.8,207.11,211.31,216.07333333333335,218.455,213.6916666666667,218.455,213.6916666666667,4.763333333333321,2.254192103229057,Wide,Bearish,Below CPR,False,False,0.6153846153846154,13,88073043738.37001,False,False,Lower,True,Neutral,False,Bearish Virgin,,,,,0.9338241854556135,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADDIND,20260831,86.0,94.6,71.05,85.0,964611.3700000001,ADDI INDUSTRIES LTD.,Diversified,Cash Only,20260831,,,,83.55,82.82499999999999,84.275,84.275,82.82499999999999,1.450000000000017,1.7058823529411966,Wide,Bullish,Above CPR,False,False,1.0,1,964611.3700000001,False,False,Unknown,False,Neutral,False,None,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADFFOODS,20260831,272.95,285.7,255.85,270.2,735485997.7,ADF FOODS LIMITED,FMCG & Food Products,Cash Only,20260831,346.95,260.0,270.95,292.6333333333334,303.475,281.79166666666674,303.475,281.79166666666674,21.68333333333328,8.002706526419368,Wide,Bearish,Below CPR,False,False,0.9230769230769231,13,735485997.7,False,False,Overlapping,True,Neutral,False,Bearish Virgin,,,,,1.0,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADL,20260831,72.0,82.85,68.01,75.75,1710846.41,ARCHIDPLY DECOR LIMITED,Diversified,Cash Only,20260831,74.0,66.0,71.33,70.44333333333333,70.0,70.88666666666666,70.88666666666666,70.0,0.8866666666666561,1.24304874059534,Wide,Bullish,Above CPR,False,False,0.38461538461538464,13,1801700.76,False,False,Outside,True,Neutral,False,None,,,,,0.9495730078950513,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADOR,20260831,1480.0,1766.4,1461.2,1705.2,2037431210.3,ADOR WELDING LTD,Diversified,Cash Only,20260831,1597.0,1235.0,1444.7,1425.5666666666666,1416.0,1435.1333333333332,1435.1333333333332,1416.0,19.133333333333212,1.324381071041269,Wide,Bullish,Above CPR,False,False,0.5384615384615384,13,473199626.4,True,False,Higher,True,Neutral,False,Bullish Virgin,,,,,4.305648391568552,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADROITINFO,20260831,9.99,10.99,9.3,10.3,6715793.34,ADROIT INFOTECH LIMITED,Information Technology,Cash Only,20260831,10.48,8.36,10.01,9.616666666666667,9.42,9.813333333333334,9.813333333333334,9.42,0.3933333333333344,3.9294039294039407,Wide,Bullish,Above CPR,False,False,0.7692307692307693,13,10161098.52,False,False,Higher,True,Neutral,False,Bullish Virgin,,,,,0.6609318201945747,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADSL,20260831,120.0,120.0,103.55,105.19,221842166.03,ALLIED DIGITAL SERV. LTD,Diversified,Cash Only,20260831,129.75,111.51,114.64,118.63333333333333,120.63,116.63666666666666,120.63,116.63666666666666,3.9933333333333394,3.483368225168649,Wide,Bearish,Below CPR,False,False,0.38461538461538464,13,507039324.35,False,False,Lower,True,Neutral,False,Bearish Virgin,,,,,0.43752457723943006,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
ADVAIT,20260831,2340.0,2442.0,2053.0,2170.7,3307239172.5,ADVAIT ENRGY TRANSITION L,Diversified,Cash Only,20260831,2363.5,2050.0,2310.6,2241.366666666667,2206.75,2275.9833333333336,2275.9833333333336,2206.75,69.23333333333358,2.9963357280937233,Wide,Bullish,Below CPR,False,False,0.875,8,2340132083.2,False,False,Overlapping,True,Neutral,False,None,,,,,1.4132703005283083,False,False,No setup,0.0,None,Sep 2026,Monthly,0,0,0,0
