SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
EMMBI,Diversified,91.85,91.85333333333334,91.855,91.85166666666667,91.855,91.85166666666667,0.0036291054255093,0.0166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PARAS,Diversified,623.65,624.8833333333333,625.5,624.2666666666667,625.5,624.2666666666667,0.1977604960047059,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AKG,Diversified,13.22,13.246666666666668,13.260000000000002,13.233333333333334,13.260000000000002,13.233333333333334,0.2017145738779673,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
YATHARTH,Diversified,583.05,584.2833333333333,584.9,583.6666666666666,584.9,583.6666666666666,0.2115313152102475,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BOROLTD,Diversified,252.1,252.63333333333333,252.9,252.36666666666665,252.9,252.36666666666665,0.2115562607431018,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
EQUITASBNK,Diversified,67.87,67.72333333333334,67.65,67.79666666666668,67.79666666666668,67.65,0.2160994057266471,0.15,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ASHOKA,Diversified,141.24,141.54999999999998,141.70499999999998,141.39499999999998,141.70499999999998,141.39499999999998,0.2194845652789594,0.15,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SCHNEIDER,Capital Goods,579.2,580.4833333333333,581.125,579.8416666666667,581.125,579.8416666666667,0.2215699815837885,0.2166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PSB,Banking,27.01,27.070000000000004,27.1,27.040000000000006,27.1,27.040000000000006,0.2221399481673275,0.2166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SUKHJITS,Diversified,167.86,168.23666666666668,168.425,168.04833333333335,168.425,168.04833333333335,0.2243933436593978,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RAMAPHO,Diversified,149.25,149.59,149.76,149.42000000000002,149.76,149.42000000000002,0.2278056951423618,0.1333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BSE,Financial Services,2628.8,2634.9333333333334,2638.0,2631.866666666667,2638.0,2631.866666666667,0.233313045242438,0.2166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GLOBE,Diversified,2.83,2.8233333333333337,2.8200000000000003,2.826666666666667,2.826666666666667,2.8200000000000003,0.2355712603062481,0.25,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PASUPTAC,Diversified,44.26,44.36666666666667,44.42,44.31333333333333,44.42,44.31333333333333,0.2410001506250997,0.1333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KELLTONTEC,Diversified,15.12,15.156666666666666,15.175,15.138333333333332,15.175,15.138333333333332,0.2425044091710902,0.1833333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CINELINE,Diversified,80.95,81.14666666666666,81.245,81.04833333333332,81.245,81.04833333333332,0.2429483220094956,0.2333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DYCL,Diversified,280.5,281.2,281.55,280.85,281.55,280.85,0.2495543672014422,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
WIPL,Diversified,146.38,146.01,145.825,146.195,146.195,145.825,0.2527667714168633,0.2333333333333333,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2528% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TANLA,Diversified,438.0,439.1333333333334,439.7,438.5666666666668,439.7,438.5666666666668,0.2587519025874913,0.2333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2588% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JAIPURKURT,Diversified,35.62,35.71333333333334,35.760000000000005,35.66666666666667,35.760000000000005,35.66666666666667,0.2620250795433288,0.1166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2620% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ARTNIRMAN,Diversified,42.66,42.77333333333333,42.83,42.71666666666667,42.83,42.71666666666667,0.2656665103922404,0.2241379310344827,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2657% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BLSE,Diversified,165.08,165.52333333333334,165.745,165.30166666666668,165.745,165.30166666666668,0.2685566593974606,0.2333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2686% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DEEDEV,Diversified,189.15,189.68,189.945,189.415,189.945,189.415,0.2802008987576154,0.2166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2802% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AVROIND,Diversified,128.31,128.67,128.85,128.48999999999998,128.85,128.48999999999998,0.2805704933364614,0.15,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2806% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CUBEXTUB,Diversified,106.71,106.40333333333332,106.25,106.55666666666664,106.55666666666664,106.25,0.2873832505544406,0.1666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2874% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
M&MFIN,Financial Services,349.65,350.7166666666667,351.25,350.1833333333334,351.25,350.1833333333334,0.3050669717336211,0.2166666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3051% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SPANDANA,Diversified,228.6,229.3,229.65,228.95,229.65,228.95,0.306211723534578,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3062% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IGCL,Diversified,66.18,66.38333333333334,66.485,66.28166666666668,66.485,66.28166666666668,0.3072428729726789,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3072% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BELLACASA,Diversified,306.0,306.95,307.425,306.475,307.425,306.475,0.3104575163398841,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3105% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GMBREW,FMCG & Food Products,947.5,950.5,952.0,949.0,952.0,949.0,0.3166226912928759,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3166% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SGL,Diversified,11.52,11.556666666666668,11.575,11.538333333333334,11.575,11.538333333333334,0.3182870370370251,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3183% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RICOAUTO,Automobile & Ancillary,115.76,116.14666666666666,116.34,115.95333333333332,116.34,115.95333333333332,0.3340244183368041,0.2333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3340% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NATCAPSUQ,Diversified,169.08,169.69333333333336,170.0,169.3866666666667,170.0,169.3866666666667,0.3627474173960771,0.1142857142857142,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3627% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
APOLLO,Diversified,222.45,223.41666666666663,223.9,222.9333333333333,223.9,222.9333333333333,0.4345545815539209,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4346% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IBULLSLTD,Diversified,12.01,12.063333333333333,12.09,12.036666666666664,12.09,12.036666666666664,0.4440743824590721,0.1,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4441% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ADL,Diversified,69.94,70.25333333333333,70.41,70.09666666666666,70.41,70.09666666666666,0.4480030502335325,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4480% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
INDOTHAI,Diversified,267.8,269.43333333333334,270.25,268.6166666666667,270.25,268.6166666666667,0.6099078914612867,0.2352941176470588,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.6099% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
