SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
AAKASH,20251128,8.76,9.27,8.18,8.82,2999941.9299999997,AAKASH EXPLORATION SER L,20251128,8.756666666666666,8.725,8.788333333333332,8.788333333333332,8.725,0.06333333333333258,0.718065003779281,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.3333333333333333,9,3507547.26,Lower,False,Unknown,False,,,,,0.8552819698857029,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARON,20251128,196.33,199.26,182.64,186.27,14303095.450000001,AARON INDUSTRIES LIMITED,20251128,189.39,190.95,187.82999999999998,190.95,187.82999999999998,3.1200000000000045,1.6749879207601892,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7058823529411765,17,24255961.56,Lower,True,Unknown,False,32.222142857142856,,,0.09682782469907576,0.5896734052212111,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARTECH,20251128,50.8,53.64,48.01,52.18,10812244.85,AARTECH SOLONICS LIMITED,20251128,51.27666666666667,50.825,51.72833333333334,51.72833333333334,50.825,0.903333333333336,1.7311869170819012,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.47058823529411764,17,10812244.85,Overlapping,True,Unknown,False,5.4785714285714295,,,0.1648848326814433,1.0,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARTIDRUGS,20251128,444.75,444.75,423.5,424.85,364345699.75,AARTI DRUGS LTD.,20251128,431.0333333333333,434.125,427.9416666666666,434.125,427.9416666666666,6.183333333333394,1.4554156368914661,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6470588235294118,17,368318755.65,Lower,True,Unknown,False,37.37857142857143,,,0.1654245493343541,0.98921299597413,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARTIIND,20251128,384.05,385.8,376.65,382.3,677864801.65,AARTI INDUSTRIES LTD,20251128,381.5833333333333,381.225,381.9416666666666,381.9416666666666,381.225,0.7166666666665833,0.18746185369254076,Narrow,Bullish,Above CPR,Chemicals,True,True,False,0.23529411764705882,17,919582696.85,Lower,True,Unknown,True,17.225,,,0.041606192549583934,0.7371439284057902,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARTIPHARM,20251128,698.8,730.75,672.7,700.65,1459301017.45,AARTI PHARMALABS LIMITED,20251128,701.3666666666667,701.725,701.0083333333333,701.725,701.0083333333333,0.716666666666697,0.10228597254930379,Narrow,Bearish,Below CPR,Unclassified,False,False,True,0.11764705882352941,17,915984082.8499999,Inside,True,Unknown,True,60.275,,,0.011889948845569423,1.593151065365153,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARTISURF,20251128,440.0,450.0,421.0,433.45,14556769.0,AARTI SURFACTANTS LIMITED,20251128,434.81666666666666,435.5,434.1333333333333,435.5,434.1333333333333,1.3666666666666742,0.3152997269965796,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.16666666666666666,12,11678813.55,Lower,True,Unknown,True,,,,,1.2464253271686145,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AARVI,20251128,136.28,142.98,128.26,133.0,22788194.92,AARVI ENCON LIMITED,20251128,134.74666666666667,135.62,133.87333333333333,135.62,133.87333333333333,1.7466666666666697,1.3132832080200525,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6470588235294118,17,7894030.74,Lower,True,Unknown,False,12.685,,,0.1376954408093551,2.886762880784019,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AAVAS,20251128,1635.4,1705.2,1543.9,1546.5,2248176954.6,AAVAS FINANCIERS LIMITED,20251128,1598.5333333333335,1624.5500000000002,1572.5166666666669,1624.5500000000002,1572.5166666666669,52.0333333333333,3.3645867011531396,Wide,Bearish,Below CPR,Financial Services,True,False,False,1.0,17,1341066387.1,Lower,True,Unknown,False,109.47142857142856,,,0.4753142807429638,1.6764098900887292,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABB,20251128,5092.0,5264.5,5024.5,5175.0,5093574628.0,ABB INDIA LIMITED,20251128,5154.666666666667,5144.5,5164.833333333334,5164.833333333334,5144.5,20.33333333333394,0.3929146537842307,Moderate,Bullish,Above CPR,Capital Goods,True,False,False,0.4117647058823529,17,5865886299.2,Higher,True,Unknown,False,208.26428571428576,,,0.09763235815299073,0.8683384518882801,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABBOTINDIA,20251128,29595.0,30655.0,29250.0,30075.0,1001626980.0,ABBOTT INDIA LIMITED,20251128,29993.333333333332,29952.5,30034.166666666664,30034.166666666664,29952.5,81.66666666666424,0.2715433638126824,Moderate,Bullish,Above CPR,Healthcare,True,False,False,0.35294117647058826,17,1010768310.0,Higher,True,Unknown,False,1169.2857142857142,,,0.06984320912237627,0.9909560579713862,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABCAPITAL,20251128,325.65,360.15,323.3,358.05,11594026969.95,ADITYA BIRLA CAPITAL LTD.,20251128,347.1666666666667,341.725,352.60833333333335,352.60833333333335,341.725,10.883333333333326,3.0396127170320697,Wide,Bullish,Above CPR,Financial Services,True,False,False,1.0,17,6156880736.35,Higher,True,Unknown,False,18.782142857142855,,,0.5794510997020976,1.8831007886021385,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABCOTS,20251128,413.15,429.55,407.0,415.15,28745795.65,A B COTSPIN INDIA LIMITED,20251128,417.2333333333333,418.275,416.1916666666666,418.275,416.1916666666666,2.0833333333333712,0.5018266490023778,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.2,10,65721543.05,Overlapping,False,Unknown,False,,,,,0.4373877166598267,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABDL,20251128,650.7,679.8,641.45,653.8,1608440949.1,ALLIED BLEND N DISTILS L,20251128,658.35,660.625,656.075,660.625,656.075,4.5499999999999545,0.6959314775160531,Moderate,Bearish,Below CPR,Fast Moving Consumer Goods,True,False,False,0.23529411764705882,17,1337467180.05,Overlapping,True,Unknown,True,45.82857142857141,,,0.09928304239401402,1.2026021820138195,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABFRL,20251128,77.01,79.18,74.83,78.15,968586574.3399999,ADITYA BIRLA FASHION & RT,20251128,77.38666666666667,77.005,77.76833333333335,77.76833333333335,77.005,0.7633333333333496,0.9767541053529745,Wide,Bullish,Above CPR,Consumer Services,True,False,False,0.29411764705882354,17,1659244846.96,Overlapping,True,Unknown,False,6.2385714285714275,,,0.12235707197924085,0.5837514433837805,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABINFRA,20251128,19.8,19.8,18.3,18.83,53674832.96,A B INFRABUILD LIMITED,20251128,18.976666666666667,19.05,18.903333333333332,19.05,18.903333333333332,0.14666666666666828,0.7788989201628693,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.4166666666666667,12,81366666.16499999,Lower,True,Unknown,False,,,,,0.6596661199213336,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABLBL,20251128,127.95,133.85,124.5,130.17,1144801313.22,ADITYA BIRLA LIFES BRAN L,20251128,129.50666666666666,129.175,129.8383333333333,129.8383333333333,129.175,0.6633333333332985,0.5095900233028337,Moderate,Bullish,Above CPR,Consumer Services,True,False,False,0.17647058823529413,17,845057768.56,Lower,True,Unknown,True,9.97642857142857,,,0.06649005990310144,1.3547018391071308,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ABREL,20251128,1736.0,1793.7,1703.5,1773.6,1453406684.6,ADITYA BIRLA REAL EST LTD,20251128,1756.9333333333332,1748.6,1765.2666666666664,1765.2666666666664,1748.6,16.666666666666515,0.9397083145391585,Wide,Bullish,Above CPR,Realty,True,False,False,0.35294117647058826,17,1104656130.0,Overlapping,True,Unknown,False,128.95714285714288,,,0.1292419039178748,1.3157096087449403,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACC,20251128,1830.9,1987.0,1807.2,1850.6,8356597425.9,ACC LIMITED,20251128,1881.5999999999997,1897.1,1866.0999999999995,1897.1,1866.0999999999995,31.000000000000455,1.6751323894953236,Wide,Bearish,Below CPR,Construction Materials,True,False,False,1.0,17,1742449076.9,Higher,True,Unknown,False,68.2285714285714,,,0.4543551088777288,4.795891906790908,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACCELYA,20251128,1321.5,1323.7,1275.0,1295.8,296503796.5,ACCELYA SOLN INDIA LTD,20251128,1298.1666666666667,1299.35,1296.9833333333336,1299.35,1296.9833333333336,2.366666666666333,0.1826413541184082,Narrow,Bearish,Below CPR,Unclassified,False,False,True,0.11764705882352941,17,128093988.5,Lower,True,Unknown,True,60.29285714285714,,,0.03925285313745844,2.3147362336992106,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACCURACY,20251128,6.14,6.19,5.5,6.04,2681540.2600000002,ACCURACY SHIPPING LIMITED,20251128,5.91,5.845000000000001,5.975,5.975,5.845000000000001,0.129999999999999,2.1523178807946857,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.8823529411764706,17,4399595.18,Inside,True,Unknown,False,0.5885714285714287,,,0.22087378640776523,0.60949704468037,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACE,20251128,961.9,1005.0,958.6,992.8,931228110.2,ACTION CONST EQUIP LTD,20251128,985.4666666666666,981.8,989.1333333333332,989.1333333333332,981.8,7.3333333333332575,0.7386516250335675,Moderate,Bullish,Above CPR,Capital Goods,True,False,False,0.5882352941176471,17,887849058.3000001,Higher,True,Unknown,False,64.9214285714286,,,0.1129570543147382,1.0488585886243542,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACEINTEG,20251128,22.82,23.88,21.92,22.4,166008.19,ACE INTEGRATED SOLU. LTD.,20251128,22.73333333333333,22.9,22.566666666666663,22.9,22.566666666666663,0.3333333333333357,1.4880952380952488,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7058823529411765,17,598360.0800000001,Lower,True,Unknown,False,2.612142857142857,,,0.1276091513991441,0.2774386118806588,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACI,20251128,540.45,544.4,508.25,512.1,418459767.65,ARCHEAN CHEMICAL IND LTD,20251128,521.5833333333334,526.325,516.8416666666667,526.325,516.8416666666667,9.483333333333348,1.851851851851855,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8235294117647058,17,489114378.3,Lower,True,Unknown,False,43.592857142857135,,,0.21754328472336049,0.8555458318449518,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACMESOLAR,20251128,239.1,240.0,229.05,230.15,808152605.5,ACME SOLAR HOLDINGS LTD,20251128,233.0666666666667,234.525,231.60833333333338,234.525,231.60833333333338,2.9166666666666288,1.2672894489101145,Wide,Bearish,Below CPR,Power,True,False,False,0.47058823529411764,17,1326896026.3,Lower,True,Unknown,False,21.88214285714286,,,0.13328981013002383,0.6090549594556428,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ACUTAAS,20251128,1700.0,1902.0,1691.2,1837.5,5954152136.9,ACUTAAS CHEMICALS LIMITED,20251128,1810.2333333333333,1796.6,1823.8666666666668,1823.8666666666668,1796.6,27.26666666666688,1.483900226757381,Wide,Bullish,Above CPR,Healthcare,True,False,False,0.5882352941176471,17,2040258195.1,Higher,True,Unknown,False,128.53571428571428,,,0.21213299990738335,2.9183326655419544,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADANIENSOL,20251128,979.0,1001.0,965.75,994.55,3562992350.6499996,ADANI ENERGY SOLUTION LTD,20251128,987.1,983.375,990.825,990.825,983.375,7.4500000000000455,0.7490824996229497,Moderate,Bullish,Above CPR,Power,True,False,False,0.4117647058823529,17,5701268012.7,Overlapping,True,Unknown,False,60.660714285714285,,,0.12281424786576466,0.6249473525386227,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADANIENT,20251128,2426.2,2432.3,2243.0,2280.2,19662031864.8,ADANI ENTERPRISES LIMITED,20251128,2318.5,2337.65,2299.35,2337.65,2299.35,38.30000000000018,1.6796772212963855,Wide,Bearish,Below CPR,Metals & Mining,True,False,False,0.8235294117647058,17,10713923663.5,Lower,True,Unknown,False,141.56428571428577,,,0.2705484635955408,1.8351849875302222,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADANIGREEN,20251128,1036.9,1052.5,1000.6,1048.2,7980761902.9,ADANI GREEN ENERGY LTD,20251128,1033.7666666666667,1026.55,1040.9833333333333,1040.9833333333333,1026.55,14.433333333333394,1.3769636837753667,Wide,Bullish,Above CPR,Power,True,False,False,0.5882352941176471,17,8916242897.25,Overlapping,True,Unknown,False,79.28214285714287,,,0.1820502425034168,0.8950812573041805,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADANIPORTS,20251128,1482.0,1534.3,1471.3,1516.9,16999677499.8,ADANI PORT & SEZ LTD,20251128,1507.5,1502.8,1512.2,1512.2,1502.8,9.400000000000091,0.6196848836442804,Moderate,Bullish,Above CPR,Services,True,False,False,0.4117647058823529,17,13824455952.6,Higher,True,Unknown,False,61.92142857142858,,,0.15180528319298794,1.2296814831691678,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADANIPOWER,20251128,150.0,150.64,144.8,147.49,9570845305.68,ADANI POWER LTD,20251128,147.64333333333335,147.72,147.5666666666667,147.72,147.5666666666667,0.15333333333330756,0.1039618505209218,Narrow,Bearish,Below CPR,Power,True,False,True,0.11764705882352941,17,20741381792.89,Lower,True,Unknown,True,61.01642857142856,,,0.00251298440310725,0.46143720805336214,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADFFOODS,20251128,208.99,214.47,202.0,209.45,83298474.39,ADF FOODS LIMITED,20251128,208.64000000000001,208.235,209.04500000000002,209.04500000000002,208.235,0.8100000000000023,0.38672714251611473,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.23529411764705882,17,107072381.78,Lower,True,Unknown,True,18.199285714285715,,,0.044507241257506304,0.7779641491598843,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADL,20251128,78.25,78.4,68.05,74.12,270871.98,ARCHIDPLY DECOR LIMITED,20251128,73.52333333333333,73.225,73.82166666666666,73.82166666666666,73.225,0.596666666666664,0.8050008994423421,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.26666666666666666,15,1401080.01,Lower,True,Unknown,False,11.420714285714288,,,0.05224425125607164,0.19333084339701626,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADOR,20251128,1083.6,1104.0,1060.2,1083.7,75734779.10000001,ADOR WELDING LTD,20251128,1082.6333333333332,1082.1,1083.1666666666665,1083.1666666666665,1082.1,1.066666666666606,0.0984282242933105,Narrow,Bullish,Above CPR,Unclassified,False,True,False,0.058823529411764705,17,75734779.10000001,Lower,True,Unknown,True,81.45357142857145,,,0.013095394688764398,1.0,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADROITINFO,20251128,10.28,10.99,9.92,10.35,2023090.5499999998,ADROIT INFOTECH LIMITED,20251128,10.42,10.455,10.385,10.455,10.385,0.07000000000000028,0.6763285024154617,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.5882352941176471,17,2033712.03,Inside,True,Unknown,False,1.1635714285714285,,,0.06015960712093334,0.9947772940104995,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADSL,20251128,166.06,167.39,159.2,160.3,80409892.42,ALLIED DIGITAL SERV. LTD,20251128,162.29666666666665,163.295,161.29833333333332,163.295,161.29833333333332,1.9966666666666697,1.2455812019130814,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.47058823529411764,17,131476940.27,Lower,True,Unknown,False,15.740714285714287,,,0.12684727201222207,0.61158931942644,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADVANCE,20251128,135.0,135.0,123.14,125.85,254244494.02,ADVANCE AGROLIFE LIMITED,20251128,127.99666666666667,129.07,126.92333333333335,129.07,126.92333333333335,2.146666666666647,1.7057343398225244,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.3333333333333333,6,939773795.48,Lower,False,Unknown,False,,,,,0.2705379690759964,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADVANIHOTR,20251128,55.15,58.5,53.16,57.99,15956722.940000001,ADVANI HOT.& RES.(I) LTD,20251128,56.550000000000004,55.83,57.27000000000001,57.27000000000001,55.83,1.440000000000012,2.48318675633732,Wide,Bullish,Above CPR,Unclassified,False,False,False,1.0,17,11506444.59,Overlapping,True,Unknown,False,3.487857142857144,,,0.41286094613967156,1.386763983886703,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADVENTHTL,20251128,240.85,263.3,221.0,235.45,317564154.3,ADVENT HOTELS INTERNATI L,20251128,239.91666666666666,242.15,237.6833333333333,242.15,237.6833333333333,4.466666666666697,1.8970765201387543,Wide,Bearish,Below CPR,Unclassified,False,False,False,1.0,1,317564154.3,Unknown,False,Unknown,False,,,,,1.0,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
ADVENZYMES,20251128,318.0,320.0,309.5,311.7,153431127.55,ADVANCED ENZYME TECH LTD,20251128,313.73333333333335,314.75,312.7166666666667,314.75,312.7166666666667,2.033333333333303,0.6523366484867832,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.35294117647058826,17,292354668.55,Lower,True,Unknown,False,24.289285714285707,,,0.08371317943439567,0.524811621141461,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AEGISLOG,20251128,764.0,774.7,749.5,763.65,1026316252.5,AEGIS LOGISTICS LIMITED,20251128,762.6166666666667,762.1,763.1333333333333,763.1333333333333,762.1,1.033333333333303,0.1353150439773853,Narrow,Bullish,Above CPR,Oil Gas & Consumable Fuels,True,True,False,0.17647058823529413,17,1437711256.3,Lower,True,Unknown,True,66.45357142857144,,,0.015549703516597239,0.7138542235116533,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AEGISVOPAK,20251128,258.6,266.45,254.0,260.55,305658076.6,AEGIS VOPAK TERMINALS LTD,20251128,260.3333333333333,260.225,260.4416666666666,260.4416666666666,260.225,0.2166666666665833,0.0831574233991876,Narrow,Bullish,Above CPR,Oil Gas & Consumable Fuels,True,True,False,0.11764705882352941,17,585837870.45,Lower,True,Unknown,True,21.249285714285715,,,0.010196421168214615,0.5217451653735097,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AEROENTER,20251128,85.5,89.4,83.5,86.56,86097509.64,AEROFLEX ENTERPRISES LTD,20251128,86.48666666666668,86.45,86.52333333333335,86.52333333333335,86.45,0.0733333333333519,0.08471965495997216,Narrow,Bullish,Above CPR,Unclassified,False,True,False,0.058823529411764705,17,62778403.9,Higher,True,Unknown,True,7.247857142857144,,,0.010117933050822179,1.3714510769841346,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AEROFLEX,20251128,177.9,192.9,172.5,186.67,630560710.6400001,AEROFLEX INDUSTRIES LTD,20251128,184.0233333333333,182.7,185.34666666666664,185.34666666666664,182.7,2.646666666666647,1.417831824431696,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5882352941176471,17,377845501.27,Overlapping,True,Unknown,False,13.447857142857142,,,0.19680954657318245,1.6688321245603914,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AERONEU,20251128,77.0,84.4,70.0,77.16,11952433.08,AEROFLEX NEU LIMITED,20251128,77.18666666666667,77.2,77.17333333333333,77.2,77.17333333333333,0.026666666666670835,0.03456022118542099,Narrow,Bearish,Below CPR,Unclassified,False,False,True,0.08333333333333333,12,14155610.1,Inside,True,Unknown,True,,,,,0.8443601508916949,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AETHER,20251128,920.0,929.3,844.7,877.2,1160378770.6,AETHER INDUSTRIES LIMITED,20251128,883.7333333333332,887.0,880.4666666666665,887.0,880.4666666666665,6.53333333333353,0.7447940416476893,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.47058823529411764,17,265427610.95,Inside,True,Unknown,False,46.98928571428571,,,0.13903878797091956,4.371733469803135,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AFCONS,20251128,393.25,412.85,391.2,404.1,861230059.95,AFCONS INFRASTRUCTURE LTD,20251128,402.7166666666667,402.025,403.4083333333334,403.4083333333334,402.025,1.3833333333334394,0.3423245071352238,Moderate,Bullish,Above CPR,Construction,True,False,False,0.4117647058823529,17,1356621172.65,Higher,True,Unknown,False,25.717857142857145,,,0.05378882562607457,0.6348346003384927,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AFFLE,20251128,1719.0,1720.0,1657.4,1660.9,1878939141.1,AFFLE 3I LIMITED,20251128,1679.4333333333334,1688.7,1670.1666666666667,1688.7,1670.1666666666667,18.533333333333303,1.115860878640093,Wide,Bearish,Below CPR,Information Technology,True,False,False,0.7647058823529411,17,1514454255.2,Lower,True,Unknown,False,114.00714285714288,,,0.16256291376897825,1.2406707793573242,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AFFORDABLE,20251128,223.0,231.4,208.0,224.55,47622501.05,AFFORD ROBO & AUTO LTD,20251128,221.3166666666667,219.7,222.9333333333334,222.9333333333334,219.7,3.2333333333334053,1.4399168707786263,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5882352941176471,17,92020623.03,Lower,True,Unknown,False,34.575714285714284,,,0.09351457808260892,0.5175198719799409,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AFIL,20251128,7.41,7.75,6.99,7.15,37720488.09,AKME FINTRADE (INDIA) LTD,20251128,7.296666666666667,7.37,7.223333333333334,7.37,7.223333333333334,0.1466666666666665,2.051282051282049,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7058823529411765,17,55296206.37,Lower,True,Unknown,False,0.9178571428571427,,,0.15979247730220478,0.682153271738088,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
AFSL,20251128,203.41,206.09,201.0,201.49,7349262.51,ABANS FINANCIAL SRVCS LTD,20251128,202.86,203.54500000000002,202.175,203.54500000000002,202.175,1.3700000000000045,0.679934488063926,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.4117647058823529,17,20291169.26,Lower,True,Unknown,False,10.847142857142854,,,0.1263005399710264,0.36219019297658744,False,False,No setup,Week 01 Dec – 05 Dec 2025,Weekly
